,x1,Product List,Random Picker,x2,Sex List,Random Picker,x3,Random Age Generator,x4,Nationality List,Random Picker,x5,Region List,Random Picker,x6,Branches List,Random Picker,x7,Product List,Cost,Mapping to the product from D,x8,Month,Random Picker,x9,Level of Satisfaction,x10,Review Length (Word Count),x11,Number of Workers to Hire List,Mapping to Branch,x12
336,0A26BD80,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,49,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,25,1 0,,12,0 0 1
337,EE01E9FB,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,30,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,900,0 0 1 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,85,0 1,,10,0 0 1
338,1A3FC547,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,28,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,600,0 1 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,41,1 0,,16,0 0 1
339,FB0E5FB1,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,77,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,73,0 1,,10,0 0 1
340,3F7D45EE,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,56,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,45,1 0,,12,0 0 1
341,B6FDE9FA,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,27,0 0 1 0 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,62,0 1,,16,0 0 1
342,A05C1A57,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,20,0 1 0 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,46,1 0,,12,0 0 1
343,8BF8FF5F,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,88,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,600,0 1 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,93,0 1,,12,0 0 1
344,3CBF273E,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,31,0 0 1 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,5,0 0 0 0 1,16,1 0,,16,0 0 1
345,BC36CD69,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,20,0 1 0 0 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,38,1 0,,10,0 0 1
346,3E457BBF,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,18,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,900,0 0 1 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,44,1 0,,12,0 0 1
347,E8293A9E,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,73,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,82,0 1,,10,0 0 1
348,A9F5B87A,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,41,0 0 0 1 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,39,1 0,,16,0 0 1
349,AD3794F6,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,14,0 1 0 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,4,0 0 0 1 0,78,0 1,,16,0 0 1
350,4F2898E3,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,25,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,220,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,58,0 1,,10,0 0 1
351,32DE72A8,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,80,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,3,0 0 1 0 0,43,1 0,,16,0 0 1
352,89D6C896,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,84,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,39,1 0,,12,0 0 1
353,246F85A8,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,15,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,2,0 1 0 0 0,82,0 1,,16,0 0 1
354,6A0C6736,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,82,0 0 0 0 1,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,90,0 1,,12,0 0 1
355,F81466F3,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,34,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,2,0 1 0 0 0,82,0 1,,12,0 0 1
356,4186DDBC,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,64,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,49,1 0,,10,0 0 1
357,9C639F6D,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,66,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,25,1 0,,12,0 0 1
358,91A7EA0F,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,61,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,26,1 0,,16,0 0 1
359,55077067,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,59,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,71,0 1,,12,0 0 1
360,11330603,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,12,0 1 0 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,64,0 1,,12,0 0 1
361,18EA2087,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,69,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,10,1 0,,12,0 0 1
362,A0F88AE3,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,29,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,20,1 0,,16,0 0 1
363,9153D058,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,64,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,30,1 0,,12,0 0 1
364,CAE43896,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,71,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,220,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,1,1 0 0 0 0,79,0 1,,12,0 0 1
365,95A21B60,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,89,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,100,0 1,,16,0 0 1
366,F61B027F,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,73,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,20,1 0,,12,0 0 1
367,DB020A9D,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,53,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,32,1 0,,16,0 0 1
368,1F2E45DC,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,31,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,900,0 0 1 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,45,1 0,,16,0 0 1
369,7F191951,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,79,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,68,0 1,,10,0 0 1
370,4B28D063,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,67,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,72,0 1,,10,0 0 1
371,1012539A,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,61,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,3,0 0 1 0 0,84,0 1,,10,0 0 1
372,699C5732,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,26,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,34,1 0,,10,0 0 1
373,F850D028,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,15,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,260,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,61,0 1,,10,0 0 1
374,231C4449,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,42,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,154,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,83,0 1,,10,0 0 1
375,80590B9A,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,41,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,5,0 0 0 0 1,72,0 1,,10,0 0 1
376,80FD007F,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,82,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,2,0 1 0 0 0,11,1 0,,10,0 0 1
377,7296E694,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,59,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,260,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,75,0 1,,12,0 0 1
378,2EFD16D1,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,77,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,80,0 1,,12,0 0 1
379,5ABE4CD5,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,17,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,51,0 1,,10,0 0 1
380,B1EFE068,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,59,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,180,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,2,1 0,,12,0 0 1
381,29E0C876,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,65,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,2,1 0,,16,0 0 1
382,95D79084,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,67,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,4,0 0 0 1 0,45,1 0,,10,0 0 1
383,09328601,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,66,0 0 0 0 1,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,74,0 1,,12,0 0 1
384,B456D08E,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,28,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,48,1 0,,12,0 0 1
385,6C1D8B8E,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,30,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,55,0 1,,16,0 0 1
386,18404478,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,23,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,3,1 0,,10,0 0 1
387,16EA28B8,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,78,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,92,0 1,,12,0 0 1
388,1E8CA678,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,73,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,29,1 0,,16,0 0 1
389,2E2FE391,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,60,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,67,0 1,,16,0 0 1
390,9E66563F,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,12,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,2,0 1 0 0 0,66,0 1,,10,0 0 1
391,5CB264AB,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,29,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,34,1 0,,16,0 0 1
392,9383831B,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,43,0 0 0 1 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,52,0 1,,16,0 0 1
393,55822784,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,88,0 0 0 0 1,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,April,0 0 0 1 0 0 0 0 0 0 0 0,1,1 0 0 0 0,89,0 1,,16,0 0 1
394,DDF654E8,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,23,0 0 1 0 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,30,1 0,,12,0 0 1
395,1770F45F,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,64,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,57,0 1,,12,0 0 1
396,AB2CB56A,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,75,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,3,1 0,,12,0 0 1
397,49666509,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,40,0 0 0 1 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,66,0 1,,16,0 0 1
398,6B4FA22C,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,65,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,1,1 0 0 0 0,94,0 1,,12,0 0 1
399,3D20FA95,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,18,0 1 0 0 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,600,0 1 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,91,0 1,,12,0 0 1
400,5ECC2784,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,19,0 1 0 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,73,0 1,,12,0 0 1
401,D3B48673,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,68,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,29,1 0,,12,0 0 1
402,B7CE6ADD,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,28,0 0 1 0 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,5,1 0,,12,0 0 1
403,DCDEED32,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,38,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,68,0 1,,12,0 0 1
404,9519636C,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,63,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,73,0 1,,10,0 0 1
405,145884FD,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,85,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,57,0 1,,10,0 0 1
406,352C2FD2,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,75,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,1,1 0 0 0 0,91,0 1,,10,0 0 1
407,96D5932D,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,22,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,3,0 0 1 0 0,86,0 1,,16,0 0 1
408,44501FAC,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,23,0 0 1 0 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,91,0 1,,12,0 0 1
409,4FC2AFC7,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,65,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,94,0 1,,16,0 0 1
410,1438DEAD,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,27,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,11,1 0,,16,0 0 1
411,411E1057,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,50,0 0 0 1 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,71,0 1,,12,0 0 1
412,8292619C,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,48,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,37,1 0,,16,0 0 1
413,AC6BFEF1,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,34,0 0 1 0 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,180,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,76,0 1,,12,0 0 1
414,DB6E791D,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,47,0 0 0 1 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,70,0 1,,10,0 0 1
415,9EE50237,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,67,0 0 0 0 1,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,600,0 1 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,57,0 1,,16,0 0 1
416,C73E2E42,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,10,1 0 0 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,68,0 1,,12,0 0 1
417,87E0782C,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,53,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,92,0 1,,10,0 0 1
418,60214F05,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,30,0 0 1 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,84,0 1,,10,0 0 1
