Year,Host_City,Sport,Discipline,Event,Event_gender,Surname,Given_Name,Gender,Country,Medal
1/1/1984,Los Angeles,Athletics,Athletics,4x100m relay,M,Meghoo,Gregory,Men,Jamaica,Silver
1/1/1984,Los Angeles,Athletics,Athletics,100m,M,Lewis,Carl,Men,United States,Gold
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,Bregeon,Bernard,Men,France,Silver
1/1/1984,Los Angeles,Shooting,Shooting,25m pistol (30+30 shots),W,Fox,Ruby Ellen,Women,United States,Silver
1/1/1984,Los Angeles,Modern Pentathlon,Modern Pentath.,Team competition,M,Storm,Michael Earle,Men,United States,Silver
1/1/1984,Los Angeles,Judo,Judo,60 - 65kg (half-lightweight),M,Matsuoka,Yoshiyuki,Men,Japan,Gold
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,Ribeiro,Antonio,Men,Brazil,Silver
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Svendsen,Jon Howard,Men,United States,Silver
1/1/1984,Los Angeles,Sailing,Sailing,single-handed dinghy (Finn),M,Coutts,Russell,Men,New Zealand,Gold
1/1/1984,Los Angeles,Gymnastics,Artistic G.,uneven bars,W,Mcnamara,Julianne Lyn,Women,United States,Gold
1/1/1984,Los Angeles,Shooting,Shooting,25m rapid fire pistol (60 shots),M,Kamachi,Takeo,Men,Japan,Gold
1/1/1984,Los Angeles,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),M,Maenza,Vincenzo,Men,Italy,Gold
1/1/1984,Los Angeles,Sailing,Sailing,fleet/match race keelboat open (Soling),,Adler,Daniel,Men,Brazil,Silver
1/1/1984,Los Angeles,Athletics,Athletics,high jump,W,Simeoni,Sara,Women,Italy,Silver
1/1/1984,Los Angeles,Handball,Handball,handball,M,Radjenovic,Zdravko,Men,Yugoslavia,Gold
1/1/1984,Los Angeles,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),M,Banach,Louis David,Men,United States,Gold
1/1/1984,Los Angeles,Athletics,Athletics,4x100m relay,M,Johnson,Ben,Men,Canada,Bronze
1/1/1984,Los Angeles,Equestrian,Jumping,team,,Luther,Peter,Men,West Germany,Bronze
1/1/1984,Los Angeles,Gymnastics,Artistic G.,horizontal bar,M,Gushiken,Koji,Men,Japan,Bronze
1/1/1984,Los Angeles,Sailing,Sailing,Tornado - Multihull,,Cairns,Christopher,Men,Australia,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m medley relay,M,Stockwell,Marcus,Men,Australia,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,four-oared shell with coxswain (4-),M,Hollister,Brett,Men,New Zealand,Bronze
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Radovanovic,Ratko,Men,Yugoslavia,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Monckton,Philip,Men,Canada,Bronze
1/1/1984,Los Angeles,Boxing,Boxing,71-75kg,M,Gonzalez,Aristides,Men,Puerto Rico*,Bronze
1/1/1984,Los Angeles,Shooting,Shooting,50m rifle 3 positions (3x20 shots),W,Wu,Xiao-Xuan,Women,China,Gold
1/1/1984,Los Angeles,Fencing,Fencing,foil team,M,Cipressa,Andrea,Men,Italy,Gold
1/1/1984,Los Angeles,Modern Pentathlon,Modern Pentath.,Team competition,M,Boube,Didier,Men,France,Bronze
1/1/1984,Los Angeles,Athletics,Athletics,4x100m relay,W,Ashford,Evelyn,Women,United States,Gold
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,W,Becker,Carolyn Marie,Women,United States,Silver
1/1/1984,Los Angeles,Fencing,Fencing,épée team,M,Manzi,Roberto,Men,Italy,Bronze
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,Miguez gomez,Enrique,Men,Spain,Bronze
1/1/1984,Los Angeles,Cycling,Cycling Track,Team Pursuit (4000m),M,Golz,Rolf,Men,West Germany,Bronze
1/1/1984,Los Angeles,Cycling,Cycling Road,individual road race,M,Bauer,Stephen,Men,Canada,Silver
1/1/1984,Los Angeles,Hockey,Hockey,hockey,W,Ohr,Martine,Women,Netherlands,Gold
1/1/1984,Los Angeles,Athletics,Athletics,high jump,M,Zhu,Jian-Hua,Men,China,Bronze
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,De avila,Fernando,Men,Brazil,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m medley relay,M,Lundquist,Steven K.,Men,United States,Gold
1/1/1984,Los Angeles,Gymnastics,Artistic G.,floor exercises,M,Li,Ning,Men,China,Gold
1/1/1984,Los Angeles,Hockey,Hockey,hockey,M,Bassemir,Christian,Men,West Germany,Silver
1/1/1984,Los Angeles,Athletics,Athletics,1500m,M,Coe,Sebastian,Men,United Kingdom,Gold
1/1/1984,Los Angeles,Sailing,Sailing,470 - Two Person Dinghy,M,Peponnet,Thierry,Men,France,Bronze
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Dalipagic,Drazen,Men,Yugoslavia,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m freestyle relay,W,Zscherpe,Iris,Women,West Germany,Bronze
1/1/1984,Los Angeles,Boxing,Boxing,+ 91kg (super heavyweight),M,Salihu,Azis,Men,Yugoslavia,Bronze
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Theismann,Dirk,Men,West Germany,Bronze
1/1/1984,Los Angeles,Cycling,Cycling Road,team time trial,M,Wiss,Benno,Men,Switzerland,Silver
1/1/1984,Los Angeles,Shooting,Shooting,10m air rifle (40 shots),W,Spurgin,Karen Patricia,Women,United States,Gold
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Jimenez fernandez,Andres,Men,Spain,Silver
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Arcega aperte,Fernando,Men,Spain,Silver
1/1/1984,Los Angeles,Equestrian,Jumping,team,,Whitaker,John Edwin,Men,United Kingdom,Silver
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,Saunders,David Patrick,Men,United States,Gold
1/1/1984,Los Angeles,Gymnastics,Artistic G.,team competition,W,Zhou,Qiu-Rui,Women,China,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,double sculls (2x),W,Hellemans,Nicolette,Women,Netherlands,Silver
1/1/1984,Los Angeles,Athletics,Athletics,110m hurdles,M,Bryggare,Arto,Men,Finland,Bronze
1/1/1984,Los Angeles,Handball,Handball,handball,W,Ptujec,Jasna,Women,Yugoslavia,Gold
1/1/1984,Los Angeles,Handball,Handball,handball,M,Happe,Thomas,Men,West Germany,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m medley relay,M,West,Michael,Men,Canada,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m freestyle relay,W,Reijers,Desi,Women,Netherlands,Silver
1/1/1984,Los Angeles,Sailing,Sailing,fleet/match race keelboat open (Soling),,Senfft,Ronaldo,Men,Brazil,Silver
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,Oliveira nego,Mario Xando,Men,Brazil,Silver
1/1/1984,Los Angeles,Handball,Handball,handball,M,Woller,Klaus,Men,West Germany,Silver
1/1/1984,Los Angeles,Rowing,Rowing,eight with coxswain (8+),M,Battersby,James,Men,Australia,Bronze
1/1/1984,Los Angeles,Cycling,Cycling Road,individual road race,W,Twigg,Rebecca Lynne,Women,United States,Silver
1/1/1984,Los Angeles,Fencing,Fencing,foil team,W,Latrille-gaudin,Brigitte,Women,France,Bronze
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Perkins,Samuel Bruce,Men,United States,Gold
1/1/1984,Los Angeles,Cycling,Cycling Road,team time trial,M,Vial,Laurent,Men,Switzerland,Silver
1/1/1984,Los Angeles,Athletics,Athletics,4x400m relay,M,Nix,Sunder L.,Men,United States,Gold
1/1/1984,Los Angeles,Equestrian,Jumping,team,,Schockemöhle,Paul,Men,West Germany,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Herland,Douglas John,Men,United States,Bronze
1/1/1984,Los Angeles,Gymnastics,Artistic G.,parallel bars,M,Conner,Barthold Wayne,Men,United States,Gold
1/1/1984,Los Angeles,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Corban,Sofia,Women,Romania,Gold
1/1/1984,Los Angeles,Judo,Judo,+ 95kg (heavyweight),M,Saito,Hitoshi,Men,Japan,Gold
1/1/1984,Los Angeles,Handball,Handball,handball,M,Vujovic,Veselin,Men,Yugoslavia,Gold
1/1/1984,Los Angeles,Boxing,Boxing,- 48kg (light-flyweight),M,Bolivar,Jose Marcelino,Men,Venezuela,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m medley relay,M,Buchanan,Glenn,Men,Australia,Bronze
1/1/1984,Los Angeles,Athletics,Athletics,4x100m relay,W,Brown,Alice Regina,Women,United States,Gold
1/1/1984,Los Angeles,Gymnastics,Artistic G.,floor exercises,W,Mcnamara,Julianne Lyn,Women,United States,Silver
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Mutapcic,Emir,Men,Yugoslavia,Bronze
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Fernandez,Armando,Men,West Germany,Bronze
1/1/1984,Los Angeles,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)",M,Radu,Gelu,Men,Romania,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,400m individual medley,M,Prado,Ricardo,Men,Brazil,Silver
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Wiberg-gunnarsson,Susanne,Women,Sweden,Silver
1/1/1984,Los Angeles,Gymnastics,Artistic G.,team competition,M,Lou,Yun,Men,China,Silver
1/1/1984,Los Angeles,Sailing,Sailing,fleet/match race keelboat open (Soling),,Trevelyan,Edward,Men,United States,Gold
1/1/1984,Los Angeles,Handball,Handball,handball,W,Zhang,Wei-Hong,Women,China,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,four without coxswain (4-),M,Trask,Keith,Men,New Zealand,Gold
1/1/1984,Los Angeles,Athletics,Athletics,4x400m relay,W,Schulte-mattler-schmidt,Heike,Women,West Germany,Bronze
1/1/1984,Los Angeles,Athletics,Athletics,4x400m relay,M,Bennett,Todd Anthony,Men,United Kingdom,Silver
1/1/1984,Los Angeles,Gymnastics,Artistic G.,team competition,W,Cutina,Laura,Women,Romania,Gold
1/1/1984,Los Angeles,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Ford,Bruce,Men,Canada,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,4x200m freestyle relay,M,Cochran,Neil,Men,United Kingdom,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m medley relay,M,Evans,Peter,Men,Australia,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,four-oared shell with coxswain (4-),M,Stillings,John Stuart,Men,United States,Silver
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Holloway,Susan,Women,Canada,Bronze
1/1/1984,Los Angeles,Cycling,Cycling Road,team time trial,M,Trinkler,Richard,Men,Switzerland,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,400m freestyle,W,Cohen,Tiffany Lisa,Women,United States,Gold
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Sunara,Ivan,Men,Yugoslavia,Bronze
1/1/1984,Los Angeles,Fencing,Fencing,sabre team,M,Meglio,Ferdinando,Men,Italy,Gold
1/1/1984,Los Angeles,Boxing,Boxing,60 - 63.5kg (light-welterweight),M,Puzovic,Mirko,Men,Yugoslavia,Bronze
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,Idem,Josefa,Women,West Germany,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Wiedenmann,Dieter,Men,West Germany,Gold
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Barre,Alexandra,Women,Canada,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,4x100m medley relay,W,Seick,Karin,Women,West Germany,Silver
1/1/1984,Los Angeles,Modern Pentathlon,Modern Pentath.,Team competition,M,Masala,Daniele,Men,Italy,Gold
1/1/1984,Los Angeles,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),M,Gibson,Gregory P.,Men,United States,Silver
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),W,Andersson,Agneta,Women,Sweden,Gold
1/1/1984,Los Angeles,Athletics,Athletics,4x400m relay,M,Egbunike,Innocent,Men,Nigeria,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,eight with coxswain (8+),M,Mcmahon,Robert Brian,Men,Canada,Gold
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,Kelly,Barry,Men,Australia,Bronze
1/1/1984,Los Angeles,Gymnastics,Artistic G.,individual all-round,M,Gushiken,Koji,Men,Japan,Gold
1/1/1984,Los Angeles,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,Davis,Barry Alan,Men,United States,Silver
1/1/1984,Los Angeles,Hockey,Hockey,hockey,W,Johnson,Sheryl Ann,Women,United States,Bronze
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Sukno,Goran,Men,Yugoslavia,Gold
1/1/1984,Los Angeles,Athletics,Athletics,4x100m relay,M,Sharpe,Anthony,Men,Canada,Bronze
1/1/1984,Los Angeles,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),M,Sipila,Tapio,Men,Finland,Silver
1/1/1984,Los Angeles,Equestrian,Eventing,team,,Tesdorpf,Burkhard,Men,West Germany,Bronze
1/1/1984,Los Angeles,Athletics,Athletics,200m,W,Griffith-joyner,Florence,Women,United States,Silver
1/1/1984,Los Angeles,Hockey,Hockey,hockey,W,Larson-mason,Christine,Women,United States,Bronze
1/1/1984,Los Angeles,Athletics,Athletics,shot put,M,Carter,Michael D'Andrea,Men,United States,Silver
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,Thompson,Alan Blair,Men,New Zealand,Gold
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Solozabal,Ignacio,Men,Spain,Silver
1/1/1984,Los Angeles,Athletics,Athletics,4x400m relay,W,Thimm-finger,Ute,Women,West Germany,Bronze
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,Freire,Marcus,Men,Brazil,Silver
1/1/1984,Los Angeles,Aquatics,Synchronized S.,duet,W,Ruiz-conforto,Tracie Lehuanani,Women,United States,Gold
1/1/1984,Los Angeles,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,Ota,Akira,Men,Japan,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,200m freestyle,W,Wayte,Mary Alice,Women,United States,Gold
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Tisdale,Wayman Lawrence,Men,United States,Gold
1/1/1984,Los Angeles,Athletics,Athletics,50km walk,M,Gustafsson,Bo,Men,Sweden,Silver
1/1/1984,Los Angeles,Athletics,Athletics,100m,W,Ashford,Evelyn,Women,United States,Gold
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,Fisher,Hugh,Men,Canada,Gold
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Vargas,Joseph Michael,Men,United States,Silver
1/1/1984,Los Angeles,Shooting,Shooting,50m pistol (60 shots),M,Wang,Yifu,Men,China,Bronze
1/1/1984,Los Angeles,Wrestling,Wrestling Free.,- 48kg (light-flyweight),M,Irie,Takashi,Men,Japan,Silver
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,Kiraly,Charles,Men,United States,Gold
1/1/1984,Los Angeles,Shooting,Shooting,skeet (125 targets),,Dryke,Matthew Alexander,Men,United States,Gold
1/1/1984,Los Angeles,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Hedderich,Albert,Men,West Germany,Gold
1/1/1984,Los Angeles,Hockey,Hockey,hockey,M,Slawyk,Markku,Men,West Germany,Silver
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,W,Morita,Kimie,Women,Japan,Bronze
1/1/1984,Los Angeles,Athletics,Athletics,heptathlon,W,Nunn-saunders-cearns,Glyniss Leanne,Women,Australia,Gold
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,Mac donald,Christopher Paul,Men,New Zealand,Gold
1/1/1984,Los Angeles,Aquatics,Swimming,4x200m freestyle relay,M,Fahrner,Thomas,Men,West Germany,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,200m backstroke,W,Patrascoiu,Aneta,Women,Romania,Bronze
1/1/1984,Los Angeles,Boxing,Boxing,75 - 81kg (light-heavyweight),M,Josipovic,Antun,Men,Yugoslavia,Gold
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Constantin,Agafia,Women,Romania,Gold
1/1/1984,Los Angeles,Handball,Handball,handball,M,Oprea,Vasile,Men,Romania,Bronze
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Mcdonald,Andrew J.,Men,United States,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,200m backstroke,W,De rover,Jolanda,Women,Netherlands,Gold
1/1/1984,Los Angeles,Gymnastics,Artistic G.,pommel horse,M,Li,Ning,Men,China,Gold
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Popovic,Andrija,Men,Yugoslavia,Gold
1/1/1984,Los Angeles,Judo,Judo,60 - 65kg (half-lightweight),M,Hwang,Jun-Oh,Men,"Korea, South",Silver
1/1/1984,Los Angeles,Rowing,Rowing,single sculls (1x),W,Rosca-rasila,Valeria,Women,Romania,Gold
1/1/1984,Los Angeles,Athletics,Athletics,4x100m relay,M,Brown,Ronald James,Men,United States,Gold
1/1/1984,Los Angeles,Boxing,Boxing,81 - 91kg (heavyweight),M,Dewit,Willie,Men,Canada,Silver
1/1/1984,Los Angeles,Sailing,Sailing,flying dutchman,,Bastet,Evert,Men,Canada,Silver
1/1/1984,Los Angeles,Sailing,Sailing,single-handed dinghy (Finn),M,Bertrand,John Joseph,Men,United States,Silver
1/1/1984,Los Angeles,Shooting,Shooting,50m pistol (60 shots),M,Skanäker,Ragnar,Men,Sweden,Silver
1/1/1984,Los Angeles,Athletics,Athletics,heptathlon,W,Everts,Sabine,Women,West Germany,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,400m individual medley,W,Landells,Suzanne,Women,Australia,Silver
1/1/1984,Los Angeles,Shooting,Shooting,trap (125 targets),,Carlisle,Daniel Thomas,Men,United States,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,single sculls (1x),M,Karppinen,Pertti,Men,Finland,Gold
1/1/1984,Los Angeles,Aquatics,Swimming,100m breaststroke,M,Lundquist,Steven K.,Men,United States,Gold
1/1/1984,Los Angeles,Sailing,Sailing,fleet/match race keelboat open (Soling),,Fogh,Hans Marius,Men,Canada,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,quadruple sculls with coxswain (4x),W,Eriksen,Hanne Mandsfeldt,Women,Denmark,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,eight with coxswain (8+),W,Quist,Anne-Marie,Women,Netherlands,Bronze
1/1/1984,Los Angeles,Judo,Judo,open category,M,Schnabel,Arthur,Men,West Germany,Bronze
1/1/1984,Los Angeles,Cycling,Cycling Road,individual road race,W,Carpenter-phinney,Helen Constance,Women,United States,Gold
1/1/1984,Los Angeles,Basketball,Basketball,basketball,W,Choi,Kyung-Hee,Women,"Korea, South",Silver
1/1/1984,Los Angeles,Equestrian,Eventing,team,,Plumb,John Michael,Men,United States,Gold
1/1/1984,Los Angeles,Aquatics,Swimming,100m backstroke,W,Andrews,Theresa,Women,United States,Gold
1/1/1984,Los Angeles,Cycling,Cycling Track,Points Race,M,Messerschmidt,Uwe,Men,West Germany,Silver
1/1/1984,Los Angeles,Sailing,Sailing,two-person keelboat open (Star),,Buchan,William E. Sr.,Men,United States,Gold
1/1/1984,Los Angeles,Rowing,Rowing,four-oared shell with coxswain (4-),W,Armbrust,Barbara,Women,Canada,Silver
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,Bengtsson,Per-Inge,Men,Sweden,Silver
1/1/1984,Los Angeles,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),M,Scherer,Markus,Men,West Germany,Silver
1/1/1984,Los Angeles,Shooting,Shooting,skeet (125 targets),,Rasmussen,Ole Riber,Men,Denmark,Silver
1/1/1984,Los Angeles,Hockey,Hockey,hockey,W,Appel,Gabriele Marion,Women,West Germany,Silver
1/1/1984,Los Angeles,Football,Football,football,M,Ferreira,Andre Luiz,Men,Brazil,Silver
1/1/1984,Los Angeles,Aquatics,Swimming,100m breaststroke,M,Evans,Peter,Men,Australia,Bronze
1/1/1984,Los Angeles,Sailing,Sailing,fleet/match race keelboat open (Soling),,Haines,Robert Bentley Jr.,Men,United States,Gold
1/1/1984,Los Angeles,Aquatics,Swimming,400m individual medley,M,Woodhouse,Robert,Men,Australia,Bronze
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Shaw,Timothy Andrew,Men,United States,Silver
1/1/1984,Los Angeles,Boxing,Boxing,- 48kg (light-flyweight),M,Mwila,Keith,Men,Zambia,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,100m backstroke,W,Mitchell,Elizabeth,Women,United States,Silver
1/1/1984,Los Angeles,Basketball,Basketball,basketball,W,Zhang,Yue-Qin,Women,China,Bronze
1/1/1984,Los Angeles,Aquatics,Water polo,water polo,M,Freund,Roland,Men,West Germany,Bronze
1/1/1984,Los Angeles,Sailing,Sailing,two-person keelboat open (Star),,Gorla,Giorgio,Men,Italy,Bronze
1/1/1984,Los Angeles,Football,Football,football,M,Nikolic,Jovica,Men,Yugoslavia,Bronze
1/1/1984,Los Angeles,Gymnastics,Artistic G.,team competition,M,Morisue,Shinji,Men,Japan,Bronze
1/1/1984,Los Angeles,Cycling,Cycling Track,Sprint indivual,M,Gorski,Mark Brian,Men,United States,Gold
1/1/1984,Los Angeles,Handball,Handball,handball,W,Anastasovski,Svetlana,Women,Yugoslavia,Gold
1/1/1984,Los Angeles,Sailing,Sailing,board (windglider),M,Van den berg,Stephan,Men,Netherlands,Gold
1/1/1984,Los Angeles,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),M,Fraser,Steven Howard,Men,United States,Gold
1/1/1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,Nisovic,Mirko,Men,Yugoslavia,Silver
1/1/1984,Los Angeles,Sailing,Sailing,470 - Two Person Dinghy,M,Steinfeld,Hans Christopher,Men,United States,Silver
1/1/1984,Los Angeles,Rowing,Rowing,four-oared shell with coxswain (4-),W,Chapman-popa,Susan,Women,Australia,Bronze
1/1/1984,Los Angeles,Gymnastics,Artistic G.,team competition,W,Talavera,Tracee Ann,Women,United States,Silver
1/1/1984,Los Angeles,Hockey,Hockey,hockey,W,Hendriks,Irene,Women,Netherlands,Gold
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,Bertoli,Franco,Men,Italy,Bronze
1/1/1984,Los Angeles,Basketball,Basketball,basketball,W,Boswell,Catherine La Ora,Women,United States,Gold
1/1/1984,Los Angeles,Sailing,Sailing,fleet/match race keelboat open (Soling),,Kerr,John,Men,Canada,Bronze
1/1/1984,Los Angeles,Handball,Handball,handball,W,Chen,Zhen,Women,China,Bronze
1/1/1984,Los Angeles,Aquatics,Synchronized S.,duet,W,Kimura,Saeko,Women,Japan,Bronze
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,M,Montanaro,Jose,Men,Brazil,Silver
1/1/1984,Los Angeles,Fencing,Fencing,foil team,M,Pietruszka,Frederic,Men,France,Bronze
1/1/1984,Los Angeles,Handball,Handball,handball,M,Vukovic,Veselin,Men,Yugoslavia,Gold
1/1/1984,Los Angeles,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Popescu,Dimitrie,Men,Romania,Silver
1/1/1984,Los Angeles,Rowing,Rowing,pair without coxswain (2-),W,Puscatu-arba,Rodica,Women,Romania,Gold
1/1/1984,Los Angeles,Volleyball,Volleyball,volleyball,W,Kagabu,Yoko,Women,Japan,Bronze
1/1/1984,Los Angeles,Athletics,Athletics,4x400m relay,W,Gaugel,Heidi-Elke,Women,West Germany,Bronze
1/1/1984,Los Angeles,Aquatics,Swimming,4x200m freestyle relay,M,Astbury,Andrew,Men,United Kingdom,Bronze
1/1/1984,Los Angeles,Equestrian,Dressage,team,,Bylund,Ingamay,Women,Sweden,Bronze
1/1/1984,Los Angeles,Basketball,Basketball,basketball,M,Jordan,Michael,Men,United States,Gold
1/1/1984,Los Angeles,Gymnastics,Rhythmic G.,individual all-round,W,Weber,Regina,Women,West Germany,Bronze
1/1/1984,Los Angeles,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Abbagnale,Giuseppe,Men,Italy,Gold
1/1/1984,Los Angeles,Fencing,Fencing,épée team,M,Riboud,Philippe,Men,France,Silver
1/1/1984,Los Angeles,Rowing,Rowing,four-oared shell with coxswain (4-),W,Foster,Margot,Women,Australia,Bronze
1/1/1984,Los Angeles,Boxing,Boxing,57 - 60kg (lightweight),M,Ndongo-ebanga,Martin,Men,Cameroon,Bronze
